ID:og, NAME:Arnas, HP:107
ID:bx, NAME:Nojus, HP:52
ID:ah, NAME:Thomas, HP:209
ID:xg, NAME:Mantas, HP:178
ID:lk, NAME:Alexander, HP:158
ID:qe, NAME:Daizuki, HP:267
ID:hz, NAME:Andrzej, HP:285
ID:cj, NAME:Jack, HP:147
ID:ly, NAME:Mathias, HP:129
ID:nt, NAME:Piotr, HP:246
ID:gg, NAME:Paweł, HP:226
ID:ur, NAME:Thomas, HP:87
ID:nd, NAME:Mathias, HP:84
ID:iq, NAME:Arnas, HP:56
ID:yf, NAME:Piotr, HP:216
ID:dp, NAME:Mathias, HP:109
ID:fh, NAME:Riley, HP:55
ID:dx, NAME:Riley, HP:144
ID:ku, NAME:Lachlan, HP:189
ID:st, NAME:Paweł, HP:244
ID:eh, NAME:Alexander, HP:186
ID:tz, NAME:Yūto, HP:248
ID:az, NAME:Daiwa, HP:71
ID:te, NAME:Yūto, HP:300
ID:ey, NAME:Kenta, HP:250
ID:by, NAME:Yūto, HP:56
ID:ks, NAME:Shōta, HP:237
ID:gn, NAME:Dovydas, HP:161
ID:os, NAME:William, HP:155
ID:da, NAME:Kajus, HP:149
ID:ks, NAME:Mantas, HP:187
ID:zh, NAME:Henrik, HP:200
ID:fx, NAME:Arnas, HP:136
ID:jx, NAME:Rokas, HP:199
ID:li, NAME:Matas, HP:211
ID:px, NAME:Daizuki, HP:156
ID:tp, NAME:William, HP:65
ID:ph, NAME:Riley, HP:216
ID:hq, NAME:Shōta, HP:97
ID:sy, NAME:Lukas, HP:176
ID:nh, NAME:Joshua, HP:119
ID:fp, NAME:Kenta, HP:215
ID:dk, NAME:Riku, HP:233
ID:qb, NAME:Yūto, HP:161
ID:kz, NAME:Jan, HP:161
ID:ew, NAME:Emil, HP:193
ID:lb, NAME:Emil, HP:62
ID:qv, NAME:Dominykas, HP:90
ID:bu, NAME:Riley, HP:127
ID:uu, NAME:Krzysztof, HP:64
ID:bt, NAME:Ren, HP:96
ID:ar, NAME:Paweł, HP:250
ID:wo, NAME:Daizuki, HP:167
ID:me, NAME:Marek, HP:62
ID:ur, NAME:Jonas, HP:233
ID:xt, NAME:Dominykas, HP:141
ID:dr, NAME:Michał, HP:143
ID:lw, NAME:Arnas, HP:135
ID:mv, NAME:Yūto, HP:201
ID:uz, NAME:Markus, HP:133
ID:sf, NAME:Emil, HP:82
ID:md, NAME:Emil, HP:139
ID:bx, NAME:Daizuki, HP:120
ID:ss, NAME:Riku, HP:115
ID:nf, NAME:Riku, HP:150
ID:ja, NAME:Lachlan, HP:70
ID:vj, NAME:Haruto, HP:87
ID:yk, NAME:Jonas, HP:230
ID:ly, NAME:Yūta, HP:64
ID:cb, NAME:Piotr, HP:235
ID:ji, NAME:Arnas, HP:151
ID:uw, NAME:Yūto, HP:284
ID:ga, NAME:Tomasz, HP:270
ID:el, NAME:Kajus, HP:60
ID:mu, NAME:Ignas, HP:295
ID:lh, NAME:Lukas, HP:117
ID:xg, NAME:Marek, HP:193
ID:ib, NAME:Dovydas, HP:196
ID:nr, NAME:Nojus, HP:270
ID:cl, NAME:Riley, HP:296
ID:te, NAME:Cooper, HP:128
ID:en, NAME:Jan, HP:257
ID:jt, NAME:Riku, HP:124
ID:az, NAME:Kristian, HP:169
ID:vx, NAME:Marcin, HP:54
ID:tu, NAME:Piotr, HP:104
ID:gm, NAME:Riku, HP:242
ID:tn, NAME:Mitchell, HP:122
ID:bg, NAME:Lukas, HP:85
ID:kn, NAME:Yūto, HP:136
ID:fw, NAME:Marcin, HP:281
ID:jy, NAME:Jonas, HP:172
ID:qz, NAME:Mitchell, HP:120
ID:sr, NAME:Stanisław, HP:242
ID:sf, NAME:Magnus, HP:69
ID:ei, NAME:Tomasz, HP:290
ID:qj, NAME:Daizuki, HP:75
ID:hs, NAME:Lukas, HP:91
ID:xx, NAME:Markus, HP:81
ID:cm, NAME:Thomas, HP:98
ID:hu, NAME:Jonas, HP:141
ID:mf, NAME:Yūto, HP:205
ID:vf, NAME:Henrik, HP:77
ID:zl, NAME:Shōta, HP:283
ID:ux, NAME:Joshua, HP:167
ID:zv, NAME:Piotr, HP:85
ID:fe, NAME:Andrzej, HP:155
ID:wy, NAME:Yūta, HP:142
ID:qz, NAME:Elias, HP:154
ID:an, NAME:Markus, HP:211
ID:tu, NAME:Henrik, HP:241
ID:wb, NAME:Jack, HP:53
ID:yu, NAME:Shōta, HP:172
ID:uj, NAME:Mitchell, HP:252
ID:ie, NAME:Emil, HP:148
ID:bu, NAME:Jan, HP:216
ID:or, NAME:Ren, HP:51
ID:wu, NAME:Riku, HP:217
ID:gn, NAME:Mitchell, HP:266
ID:fb, NAME:Jonas, HP:255
ID:hi, NAME:Joshua, HP:231
ID:cg, NAME:Kajus, HP:193
ID:of, NAME:Mathias, HP:191
ID:if, NAME:Marcin, HP:267
ID:pb, NAME:Rokas, HP:169
ID:je, NAME:Kristian, HP:109
ID:pi, NAME:Kajus, HP:270
ID:sv, NAME:Mitchell, HP:127
ID:yb, NAME:Joshua, HP:296
ID:uk, NAME:Matas, HP:168
ID:bq, NAME:Mantas, HP:120
ID:wa, NAME:Lukas, HP:113
ID:qx, NAME:Matas, HP:250
ID:rn, NAME:Lukas, HP:126
ID:zz, NAME:Michał, HP:197
ID:my, NAME:Lukas, HP:260
ID:yv, NAME:Stanisław, HP:147
ID:qq, NAME:Lukas, HP:289
ID:dh, NAME:Marek, HP:125
ID:dp, NAME:Emil, HP:251
ID:ab, NAME:Cooper, HP:99
ID:sh, NAME:Haruto, HP:133
ID:sv, NAME:Daiwa, HP:294
ID:mc, NAME:Ignas, HP:215
ID:ex, NAME:Henrik, HP:257
ID:ow, NAME:Jan, HP:218
ID:de, NAME:Yūta, HP:172
ID:as, NAME:Ignas, HP:142
ID:pj, NAME:Daiwa, HP:118
ID:ww, NAME:Ren, HP:279
ID:gt, NAME:Daizuki, HP:284
ID:vq, NAME:Yūto, HP:279
ID:gq, NAME:Marek, HP:104
ID:nz, NAME:Yūto, HP:194
ID:rn, NAME:Joshua, HP:97
ID:oa, NAME:Mitchell, HP:258
ID:zn, NAME:Thomas, HP:263
ID:wi, NAME:Jan, HP:203
ID:bv, NAME:Yūta, HP:265
ID:zp, NAME:Ren, HP:186
ID:mc, NAME:Henrik, HP:110
ID:cr, NAME:Michał, HP:57
ID:wh, NAME:Mantas, HP:262
ID:ry, NAME:Magnus, HP:55
ID:uy, NAME:Ethan, HP:104
ID:vu, NAME:William, HP:284
ID:nh, NAME:Kenta, HP:238
ID:lr, NAME:Krzysztof, HP:145
ID:oj, NAME:Elias, HP:115
ID:au, NAME:Jonas, HP:223
ID:ri, NAME:Lukas, HP:109
ID:uc, NAME:Jan, HP:218
ID:ru, NAME:Yūto, HP:234
ID:eg, NAME:Cooper, HP:75
ID:sa, NAME:Rokas, HP:132
ID:fl, NAME:Lachlan, HP:254
ID:xw, NAME:Yūto, HP:155
ID:lq, NAME:Jack, HP:234
ID:fu, NAME:Magnus, HP:67
ID:yn, NAME:Mathias, HP:247
ID:cd, NAME:Riku, HP:235
ID:ac, NAME:Nojus, HP:265
ID:aj, NAME:Kenta, HP:156
ID:ko, NAME:Tomasz, HP:152
ID:tz, NAME:Ignas, HP:130
ID:kb, NAME:Nojus, HP:271
ID:ce, NAME:Krzysztof, HP:284
ID:yn, NAME:Kristian, HP:186
ID:gq, NAME:Jan, HP:113
ID:et, NAME:Jan, HP:230
ID:oq, NAME:Haruto, HP:167
ID:me, NAME:Marek, HP:143
ID:us, NAME:Yūta, HP:94
ID:bu, NAME:Rokas, HP:158
ID:aw, NAME:William, HP:130
ID:gz, NAME:Kristian, HP:220
ID:pd, NAME:Mathias, HP:210
ID:xl, NAME:Michał, HP:154
ID:te, NAME:Kajus, HP:133
ID:vu, NAME:Yūto, HP:219
ID:na, NAME:Lachlan, HP:106
ID:it, NAME:Nojus, HP:254
ID:mr, NAME:Haruto, HP:270
ID:zg, NAME:Arnas, HP:297
ID:vp, NAME:Alexander, HP:107
ID:ng, NAME:Jan, HP:220
ID:sf, NAME:Daiwa, HP:170
ID:qe, NAME:William, HP:258
ID:kd, NAME:Andrzej, HP:65
ID:qz, NAME:Yūto, HP:194
ID:ui, NAME:Krzysztof, HP:284
ID:wh, NAME:Alexander, HP:236
ID:cj, NAME:Yūto, HP:244
ID:nc, NAME:Shōta, HP:87
ID:rk, NAME:Tomasz, HP:52
ID:xl, NAME:Jack, HP:85
ID:ye, NAME:Jonas, HP:158
ID:tf, NAME:Lukas, HP:68
ID:zg, NAME:Yūta, HP:166
ID:nv, NAME:William, HP:191
ID:gq, NAME:Tomasz, HP:274
ID:uc, NAME:Markus, HP:242
ID:sa, NAME:Magnus, HP:50
ID:oz, NAME:Haruto, HP:102
ID:gu, NAME:Jonas, HP:237
ID:br, NAME:Kenta, HP:211
ID:tq, NAME:Tomasz, HP:300
ID:ml, NAME:Henrik, HP:251
ID:ti, NAME:Magnus, HP:293
ID:ci, NAME:Kajus, HP:197
ID:ze, NAME:Nojus, HP:142
ID:pn, NAME:Arnas, HP:231
ID:cv, NAME:Joseph, HP:225
ID:sm, NAME:Andrzej, HP:89
ID:jh, NAME:Alexander, HP:267
ID:nt, NAME:Kenta, HP:219
ID:hb, NAME:Lachlan, HP:210
ID:ks, NAME:Tomasz, HP:52
ID:xr, NAME:Jan, HP:159
ID:th, NAME:Paweł, HP:99
ID:qs, NAME:Daizuki, HP:84
ID:jk, NAME:Andrzej, HP:186
ID:vu, NAME:Yūto, HP:300
ID:if, NAME:Jonas, HP:58
ID:da, NAME:Rokas, HP:253
ID:sz, NAME:Tomasz, HP:255
ID:fu, NAME:Yūto, HP:165
ID:ma, NAME:Magnus, HP:251
ID:wr, NAME:Paweł, HP:103
ID:xi, NAME:Yūto, HP:167
ID:bi, NAME:Dovydas, HP:296
ID:fz, NAME:Riku, HP:131
ID:cj, NAME:Paweł, HP:256
ID:ec, NAME:Krzysztof, HP:270
ID:ap, NAME:Kajus, HP:146
ID:ss, NAME:Lukas, HP:211
ID:ba, NAME:Tomasz, HP:260
ID:gk, NAME:Mantas, HP:135
ID:rw, NAME:Nojus, HP:94
ID:iu, NAME:Haruto, HP:291
ID:hq, NAME:Markus, HP:297
ID:lm, NAME:Kristian, HP:210
ID:gn, NAME:Yūto, HP:52
ID:un, NAME:Rokas, HP:239
ID:bp, NAME:Mathias, HP:132
ID:zz, NAME:Emil, HP:114
ID:kw, NAME:Marek, HP:267
ID:kw, NAME:Daiwa, HP:229
ID:he, NAME:Shōta, HP:233
ID:rv, NAME:Ignas, HP:273
ID:vy, NAME:Ren, HP:271
ID:uh, NAME:Ethan, HP:250
ID:qc, NAME:Lukas, HP:114
ID:dd, NAME:Joseph, HP:95
ID:vg, NAME:Henrik, HP:238
ID:tx, NAME:Krzysztof, HP:113
ID:ni, NAME:Dominykas, HP:79
ID:hm, NAME:Kenta, HP:218
ID:gk, NAME:Ignas, HP:298
ID:aa, NAME:William, HP:168
ID:vn, NAME:Daizuki, HP:103
ID:kd, NAME:Henrik, HP:168
ID:tg, NAME:Kristian, HP:78
ID:oa, NAME:Lachlan, HP:194
ID:tk, NAME:Mitchell, HP:106
ID:kh, NAME:Daizuki, HP:110
ID:ik, NAME:Mitchell, HP:71
ID:uo, NAME:Ren, HP:88
ID:pz, NAME:Daizuki, HP:296
ID:yn, NAME:Andrzej, HP:140
ID:rj, NAME:Lukas, HP:109
ID:js, NAME:Lukas, HP:63
ID:oy, NAME:Riku, HP:155
ID:wd, NAME:Jan, HP:138
ID:xv, NAME:Kristian, HP:243
